17,25,9,65664,1.814,7.906,1509065664
17,25,9,65703,3.581,0.095,1509065703
17,25,9,65742,9.066,-2.599,1509065742
17,25,9,65781,14.316,5.408,1509065781
17,25,9,65820,16.766,4.657,1509065820
17,25,9,65859,21.601,-0.264,1509065859
17,25,9,65898,23.258,-1.741,1509065898
17,25,9,65937,24.889,-0.599,1509065937
17,25,9,65976,22.332,-0.289,1509065976
17,25,9,66015,17.422,-4.721,1509066015
17,25,9,66054,5.675,-5.823,1509066054
17,25,9,66093,-7.935,2.147,1509066093
17,25,9,66132,-17.033,8.197,1509066132
17,25,9,66171,-24.748,-0.587,1509066171
17,25,9,66210,-28.934,-2.982,1509066210
17,25,9,66249,-38.964,6.193,1509066249
17,25,9,66289,-37.48,-0.851,1509066289
17,25,9,66328,-35.398,-7.491,1509066328
17,25,9,66367,-32.081,-2.478,1509066367
17,25,9,66406,-23.111,-6.556,1509066406
17,25,9,66445,-13.884,-9.756,1509066445
17,25,9,66484,-0.171,-2.261,1509066484
17,25,9,66523,9.338,8.251,1509066523
17,25,9,66562,13.989,7.793,1509066562
17,25,9,66601,19.87,-1.739,1509066601
17,25,9,66640,17.98,1.192,1509066640
17,25,9,66679,21.595,2.449,1509066679
17,25,9,66718,16.48,0.944,1509066718
17,25,9,66757,10.921,0.757,1509066757
17,25,9,66796,8.316,-2.786,1509066796
17,25,9,66835,2.682,-0.291,1509066835
17,25,9,66874,0.098,-0.89,1509066874
17,25,9,66914,-6.13,-4.703,1509066914
17,25,9,66953,-6.233,-4.805,1509066953
17,25,9,66992,-6.353,-4.857,1509066992
17,25,9,67031,-4.443,1.651,1509067031
17,25,9,67070,-8.475,8.505,1509067070
17,25,9,67109,-11.047,7.69,1509067109
17,25,9,67148,-8.889,4.064,1509067148
17,25,9,67187,-7.961,0.977,1509067187
17,25,9,67226,-0.629,-5.007,1509067226
17,25,9,67265,0.479,-1.772,1509067265
17,25,9,67304,4.896,2.563,1509067304
17,25,9,67343,5.119,-0.425,1509067343
17,25,9,67382,10.466,-4.844,1509067382
17,25,9,67421,13.873,-5.456,1509067421
17,25,9,67460,8.888,-0.474,1509067460
17,25,9,67499,7.584,4.277,1509067499
17,25,9,67539,1.781,5.978,1509067539
17,25,9,67578,0.899,1.32,1509067578
17,25,9,67617,-2.78,0.475,1509067617
17,25,9,67656,-5.649,0.162,1509067656
17,25,9,67695,-7.91,-1.334,1509067695
17,25,9,67734,-9.072,-1.105,1509067734
17,25,9,67773,-4.299,-4.422,1509067773
17,25,9,67812,-5.32,-0.53,1509067812
17,25,9,67851,-3.58,1.668,1509067851
17,25,9,67890,-2.634,-1.796,1509067890
17,25,9,67929,1.017,-0.06,1509067929
17,25,9,67968,1.487,4.092,1509067968
17,25,9,68007,-1.503,3.324,1509068007
17,25,9,68046,0.835,-1.931,1509068046
17,25,9,68085,0.422,-1.433,1509068085
17,25,9,68124,0.541,-2.579,1509068124
17,25,9,68164,1.193,-4.588,1509068164
17,25,9,68203,2.421,-0.358,1509068203
17,25,9,68242,6.01,0.249,1509068242
17,25,9,68281,6.943,-1.804,1509068281
17,25,9,68320,7.429,4.379,1509068320
17,25,9,68359,5.953,3.625,1509068359
17,25,9,68398,4.652,-1.091,1509068398
17,25,9,68437,5.177,1.58,1509068437
17,25,9,68476,2.547,0.737,1509068476
17,25,9,68515,-0.145,-1.081,1509068515
17,25,9,68554,-6.076,1.769,1509068554
17,25,9,68593,-6.786,2.315,1509068593
17,25,9,68632,-6.735,-1.553,1509068632
17,25,9,68671,-5.156,-1.696,1509068671
17,25,9,68710,-3.883,-1.326,1509068710
17,25,9,68749,-0.287,-1.657,1509068749
17,25,9,68789,1.828,0.622,1509068789
17,25,9,68828,0.911,3.435,1509068828
17,25,9,68867,2.712,-0.24,1509068867
17,25,9,68906,4.078,-3.152,1509068906
17,25,9,68945,5.718,-1.166,1509068945
17,25,9,68984,5.263,-1.07,1509068984
17,25,9,69023,4.821,-1.647,1509069023
17,25,9,69062,4.319,-0.553,1509069062
17,25,9,69101,0.74,0.395,1509069101
